dam_name,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,other_structure_id,longitude,latitude,section_township_range,county,stream_or_river,nearest_downstream_city,distance_to_nearest_city,owner_name,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type_nid,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,hazard,eap,eap_revision_date,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulated_dam,state_regulatory_agency,fed_agency_involvement_funding,fed_agency_involvement_design,fed_agency_involvement_construction,fed_agency_involvement_regulatory,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_owner,fed_agency_involvement_other,source_agency,state,dam_number,status_code,island,classified_by,watershed_authority,tmk,tmk2,dam_type,spillway_size,spillway_protection,spillway_length,spillway_wall_height,outlet_type,spillway_control,ferc_status,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,district_code,cong_rep_district,cong_rep,cong_rep_party,ferc_info,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,classification_received_date,classification_date,section,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,submit_date,url,condition_assessment_detail_alt,data_owner,permitting_agency,nid_owners,legal_quarter_4,number_separate_structures_alt,other_structure_id_alt,legal_quarter_3,legal_quarter_2,record_id,longitude_degrees,size_nid,hazard_nid,dam_status_description,spillway_type_nid,outlet_type_nid,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,annual_cert_year,added_state,added_year_data_refers_to,crest_elevation,coe_district,drainage_area_acres,fpp,low_level_release_facility,structure,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,eap_last_exercised,municipalities,annual_cert_date,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,town,max_volume,state_defined_dam,drinking_water,comments,classification,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
AEPOALUA RESERVOIR,,,KA-0110,HI00110,,-159.490352,21.91036,,Kauai,AEPO GULCH,KUKUILA,2,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1915,,435,33,35,31,33,70,131,124,131,7.2,0.08,High,TRUE,2017-11-13T14:24:00,11/10/16,5,CONDITIONALLY FAIR,,8/1/09,U,55,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Aepo,2019-02-06T00:03:00,,Earthen,Small,Concrete,132,3,Upstream Control,Uncontrolled,Channel,FALSE,On Dam,,Upstream,,18,19,Mowed Grass,24.5,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,375,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Aepo,Unpaved,4x4 (wet conditions only),Concrete,Mowed Grass,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEPOEKOLU RESERVOIR,,,KA-0111,HI00111,,-159.487699,21.907991,,Kauai,AEPO GULCH,KUKUIULA,1.6,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1910,1947,420,37,40,35,37,2475,152,134,152,9.9,0.04,High,TRUE,2017-11-13T14:17:00,11/10/16,5,UNSATISFACTORY,,8/1/09,U,74,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Aepo,2019-02-06T00:03:00,2019-02-06T00:03:00,Earthen,Small,Bare Soil,190,4.6,Upstream Control,Uncontrolled,Channel,FALSE,Walk,73,Upstream - Inoperable - Left Open,24 - inch,0,33,Vegetation,28,Vegetation,State Regulated Dam,6/1/09,,,,,,,339,334.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Aepo,Unpaved,4x4 (wet conditions only),Bare Soil,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEPOEHA RESERVOIR,,,KA-0112,HI00112,,-159.488933,21.896387,,Kauai,KUKUIULA GULCH,KUKUILA,0.8,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1913,2005,600,42,38,33,42,,670,554,670,24.3,0.81,High,TRUE,2017-11-14T06:51:00,8/25/16,5,CONDITIONALLY FAIR,,8/1/09,U,25,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Aepo,2019-02-06T00:03:00,2019-02-06T00:03:00,Earthen,Intermediate,Dumped Rock,320,8,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,14,33.5,23,Dumped Rock,21,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Aepo,Unpaved,4x4 (wet conditions only),Dumped Rock,Dumped Rock,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAO RESERVOIR,,,KA-0113,HI00113,,-159.483213,21.921116,,Kauai,OMAO STREAM,KOLOA,1.3,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis); Eric A. Knudsen Trust",P,,FALSE,RE,,,I,1915,,454,40,35,30,40,3000,194,139,194,8.5,1.17,High,TRUE,2016-11-23T11:43:00,11/17/16,5,UNSATISFACTORY,,8/1/09,U,78,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Waikomo,2019-02-07T00:02:00,2019-02-07T00:06:00,Earthen,Intermediate,Bare Soil,192,6.5,Upstream Control,Uncontrolled,Channel,FALSE,Walk,,Upstream,18,0,44,Bare Soil,38,Bare Soil,State Regulated Dam,6/1/09,,1,1st Congressional District,Colleen Hanabusa,Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,U,Waikomo,Unpaved,Walk,Bare Soil,Bare Soil,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIWAI RESERVOIR,,,KA-0114,HI00114,,-159.490397,21.932752,,Kauai,POELELELE STREAM,OMAO HOMESTEADS,0.5,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1916,,535,56,51,46,56,487,261,222,261,10.6,0.3903,High,TRUE,2017-11-13T13:08:00,11/17/16,5,POOR,,8/1/09,U,22,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Waikomo,2019-02-05T00:01:00,2019-02-05T00:01:00,Earthen,Intermediate,Mowed Grass,220,4,Upstream Control,Uncontrolled,Channel,FALSE,Walk,,18 Inch Sluice Gate to 30 Inch Concrete Pipe,18 Inch Diameter,0,28,Vegetation,28,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,U,Waikomo,Paved,Car,Mowed Grass,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIA MILL RESERVOIR,,,KA-0115,HI00115,,-159.471302,21.920674,,Kauai,WAIHOHONU STREAM OFFSTREAM,KOLOA,1,Eric A. Knudsen Trust,P,,FALSE,RE,,,I,1910,,450,16.5,14,10,16.5,440,38.6,30.6,38.6,6.1,0.35,High,TRUE,2013-04-30T00:00:00,5/23/17,5,POOR,,11/1/09,U,22,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Waikomo,2019-02-07T00:02:00,,Earthen,Small,Bare Soil,111,0,Upstream Control in Tower,Uncontrolled,Channel,FALSE,Bridge,,Upstream,2 x 2,0,15,Bare Soil,30,Bare Soil,State Regulated Dam,6/1/09,,,,,,,367.5,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Waikomo,Unpaved,4x4,Bare Soil,Bare Soil,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU RESERVOIR,No. 4 Reservoir,,KA-0116,HI00116,,-159.530972,21.927187,,Kauai,KALAHEO GULCH,Kalaheo,0.1,"Alexander & Baldwin, Inc. (Morvis); McBryde Resources Inc.",P,,FALSE,RE,,,I,1901,,460,38,33,28,38,,78.5,67,78.5,6.89,0.04,High,TRUE,2017-11-13T00:00:00,4/5/18,5,UNSATISFACTORY,,10/1/09,U,30,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kalaheo,2019-02-04T00:07:00,,Earthen,Small,Bare Soil,80,3.5,Upstream Control,Uncontrolled,Channel,FALSE,On Dam,,Upstream,24 Inch,0,30,Vegetation,30,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Kalaheo,Unpaved,4x4,Bare Soil,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELUA RESERVOIR,No. 2 Reservoir,,KA-0117,HI00117,,-159.527855,21.927552,,Kauai,KALAHEO GULCH,KALAHEO,0.1,"Alexander & Baldwin, Inc. (Morvis); McBryde Resources Inc.",P,,FALSE,RE,,,I,1902,,600,30,36,32,30,4700,340,246,340,13,1.15,High,TRUE,2017-11-13T00:00:00,4/5/18,5,CONDITIONALLY FAIR,,10/1/09,U,67,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kalaheo,2019-02-04T00:06:00,,Earthen,Small,Bare Soil,25,9,Upstream Control,Uncontrolled,Channel,FALSE,On Dam,,Upstream,18 Inch Diameter Pipe,16,28.5,Vegetation,27.5,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Kalaheo,Unpaved,Car,Bare Soil,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUHONUHONU RESERVOIR,,,KA-0118,HI00118,,-159.480328,21.894485,,Kauai,UNNAMED GULCH,KUKUIULA,1,"Kukui'ula Development Company (Hawaii), LLC",P,,FALSE,RE,,,I,1954,,400,45,37,32,45,,49,41,49,2.5,0.156,High,TRUE,2016-11-16T13:21:00,5/3/16,5,UNSATISFACTORY,,8/1/09,N,0,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Aepo,2019-02-06T00:15:00,2019-02-06T00:18:00,Earthen,Intermediate,,0,0,Unknown,,None Found,FALSE,,,March 2009 - Upstream Control Gate Removed - Uncontrolled Outlet - No Trash Rack,18 Inch Diameter,0,29,Vegetation,30,Vegetation,State Regulated Dam,6/1/09,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Aepo,Unpaved,4x4 (wet conditions only),,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUKA RESERVOIR,,,KA-0119,HI00119,,-159.468968,21.941392,,Kauai,WAIHOHONU STREAM,KOLOA,2,Eric A. Knudsen Trust,P,,FALSE,RE,,,I,1910,,550,19,18,14,19,2193,345,110,345,23,0.56,High,TRUE,2013-04-30T00:00:00,4/17/18,5,CONDITIONALLY FAIR,,11/1/09,C,29,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Mahaulepu,2019-02-07T00:02:00,,Earthen,Small,Concrete,50,6.5,Upstream Control in Tower,Controlled,Channel,FALSE,Bridge,,Upstream,4ft x 2ft,0,40,Ungrouted Riprap,32,Bare Soil,State Regulated Dam,6/1/09,,,,,,,618,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Mahaulepu,Unpaved,4x4 (wet conditions only),Concrete,Ungrouted Riprap,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPUAA RESERVOIR,,,KA-0120,HI00120,,-159.461209,21.971807,,Kauai,PAPUAA STREAM,Halfway Bridge,1.4,Grove Farm Company (Haruki),P,,FALSE,RE,,,I,1914,,2000,43,48,45,43,,921,,921,45,1.75,High,TRUE,2018-05-02T10:51:00,4/6/16,5,CONDITIONALLY FAIR,,6/1/09,U,175,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Huleia,2019-03-04T00:01:00,,Earthen,Intermediate,Vegetation,0,6,Upstream Control in Tower,Uncontrolled,Channel,FALSE,Bridge,,Upstream,24,32,26,Vegetation,27,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Huleia,Unpaved,4x4 (wet conditions only),Vegetation,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALENANAHU RESERVOIR,,,KA-0121,HI00121,,-159.432083,21.964972,,Kauai,HALENANHU STREAM,Kipu,1.1,Grove Farm Company (Haruki),P,,FALSE,RE,,,F,1920,,650,35,40,32,35,,460,460,460,22.9,1.16,High,TRUE,2018-05-02T11:16:00,4/6/16,5,UNSATISFACTORY,,6/1/09,U,115,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Huleia,2019-03-04T00:05:00,,Earthen,Small,Bare Soil,160,7,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,18 Inch Pipe,0,26,Vegetation,34,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Huleia,Gravel,Car,Bare Soil,Vegetation,Vegetation,Fish & Wildlife Pond; Recreation; Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAIKOLOA RESERVOIR NO. 2,WAIKOLOA 50 MG RESERVOIR 2,,HA-0122,HI00122,,-155.675203,20.038917,,Hawaii,Kohakohau Stream,WAIMEA,1,"Hawaii County, Department Of Water Supply",L,,FALSE,RE,,,S,1975,,2000,30.5,35,35,30.5,250,190,157,190,7.3,0.0114,High,TRUE,2017-10-04T00:00:00,4/10/18,5,POOR,,8/1/09,U,4.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Hawaii,FALSE,Waikoloa,2019-06-05T00:01:00,,Earthen,Small,Concrete,71,5,Downstream Control,Uncontrolled,Tunnel,TRUE,Walk,,Downstream,12 in valve,0,26,Concrete,26,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,3360.5,3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Waikoloa,Paved,Car,Concrete,Concrete,Mowed Grass,Water Supply,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
